TSC Code,Proficiency Level,Proficiency Description,Range of Application,TSC Key ID,TSC Application ID
ICT-SNA-5008-1.1,5,"Develop organisation practices and standards for handling data throughout their lifecycle, resolve breaches, and oversee transfer of data between organisations","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1723,405
ICT-SNA-6008-1.1,6,"Establish policies for data security and usage, facilitate industry consensus around data ethics, and provide expert advice on data transfer across geographies","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1723,406
ICT-CGP-3020-1.1,3,"Collect, use or disclose personal data in accordance with the organisation’s Data Protection Management Programme (DPMP)","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1724,407
ICT-CGP-4020-1.1,4,Develop the organisation’s Data Protection Management Programme (DPMP) in accordance with legal requirements,"For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1724,408
ICT-CGP-5020-1.1,5,Formulate the organisation’s data protection strategy and ensure effectiveness of Data Protection Management Programme (DPMP),"For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1724,409
ICT-CGP-3021-1.1,3,Conduct stock-take of the organisation’s data assets,"For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1725,410
ICT-CGP-4021-1.1,4,Assess the value data assets to achieve organisational and business goals,"For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1725,411
ICT-CGP-5021-1.1,5,Evaluate the net worth of the  organisation’s data to achieve organisational and business goals,"For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1725,412
ICT-OUS-2003-1.1,2,"Provide real-time incident and status reporting, and identify affected systems and user groups","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1731,413
ICT-OUS-3003-1.1,3,"Troubleshoot incidents, escalate alerts to relevant stakeholder, and analyse root causes and implications of incidents","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1731,414
ICT-OUS-4003-2.1,4,"Develop incident management procedures and synthesise incident-related analyses to distil key insights, resolve incidents and establish mitigating and preventive solutions","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1731,415
ICT-OUS-5003-1.1,5,"Formulate incident response strategies and direct teams in the remediation, resolution, communication and post-mortem of large-scale, unpredictable cyber and data incidents","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1731,416
ICT-OUS-6003-1.1,6,"Drive cross-collaboration efforts to co-develop strategies to manage cyber and data incidents on an industry, national or international scale","For Data Protection-related programmes, please refer “Guide to Develop Training Courses for Data Protection Officer (DPO)”, Personal Data Protection Commission (PDPC), http://www.pdpc.gov.sg/dp-competency [March 2020]",1731,417
ICT-OUS-2006-1.1,2,"Conduct basic installation, configuration and upgrade of databases and servers, and perform routine data backup and recovery activities","Illustrative examples of database systems: Hadoop, Oracle Database, Microsoft SQL System, NoSQL etc.",1735,418
ICT-OUS-3006-1.1,3,"Monitor and maintain databases, and troubleshoot database errors faced, and ensure appropriate levels of user access to databases","Illustrative examples of database systems: Hadoop, Oracle Database, Microsoft SQL System, NoSQL etc.",1735,419
ICT-OUS-4006-1.1,4,"Plan for installation, configuration and  upgrading of databases and oversee database maintenance, troubleshooting, back up and recovery activities","Illustrative examples of database systems: Hadoop, Oracle Database, Microsoft SQL System, NoSQL etc.",1735,420
ICT-OUS-5006-1.1,5,"Establish strategy and guidelines for database management and administration, directing processes, resources and IT investments to optimise database performance","Illustrative examples of database systems: Hadoop, Oracle Database, Microsoft SQL System, NoSQL etc.",1735,421
ICT-OUS-1007-1.1,1,Follow a fixed set of procedures to execute basic infrastructure administration and support,"Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network 
- Next generation network (NGN)
- Wide area network (WAN)
- Cloud based network",1737,422
ICT-OUS-2007-1.1,2,"Analyse issues or incidents encountered by users and conduct troubleshooting, and roll out upgrades","Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network 
- Next generation network (NGN)
- Wide area network (WAN)
- Cloud based network",1737,423
ICT-OUS-3007-1.1,3,"Diagnose, troubleshoot and provide end-to-end management of infrastructure disruptions or technical issues encountered by users, and plan infrastructure upgrade activities","Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network 
- Next generation network (NGN)
- Wide area network (WAN)
- Cloud based network",1737,424
ICT-OUS-4007-1.1,4,"Develop plans and retain accountability for maximising service quality, speed and availability in infrastructure administration and support activities","Types of networks may include but are not limited to:
- LAN network (e.g., SOHO network, WLAN)
- Radio network
- Telecommunications network 
- Next generation network (NGN)
- Wide area network (WAN)
- Cloud based network",1737,425
