TSC Title,Proficiency Level,jobid,jtid,TSC Key ID
Systems Engineering Thinking,5,593,30003,2333
Technology Application,3,593,30004,2402
Vendor Management,4,593,30005,2399
Workplace Safety and Health Culture Development,5,593,30006,2406
Workplace Safety and Health for Incident and Accident Investigation,4,593,30007,2410
Workplace and Facilities Safety Management,4,593,30008,2412
Asset Management,5,563,30009,2323
Budgeting,4,563,30010,2307
Business Continuity Planning,5,563,30011,2308
Change Management,5,563,30012,2309
Condition-based Assets Monitoring Management,4,563,30013,2324
Continuous Improvement Management,5,563,30014,2332
Data and Statistical Analytics,5,563,30015,2310
Engineering Maintenance Management,4,563,30016,2325
Innovation Management,5,563,30017,2311
Internet of Things Application,4,563,30018,2400
Maintenance Scheduling,5,563,30019,2327
Manpower Planning and Deployment,4,563,30020,2329
Organisational Planning and Target Setting,4,563,30021,2312
People Development,5,563,30022,2330
Project Management,5,563,30023,2313
Rail Regulatory Compliance,5,563,30024,2317
Robotics and Automation Application,4,563,30025,2401
Staff Performance Management,4,563,30026,2331
Stakeholder Management,4,563,30027,2397
Systems Engineering Thinking,5,563,30028,2333
Technology Application,3,563,30029,2402
Vendor Management,4,563,30030,2399
Workplace Safety and Health Culture Development,5,563,30031,2406
Workplace Safety and Health for Incident and Accident Investigation,4,563,30032,2410
Workplace and Facilities Safety Management,4,563,30033,2412
Asset Management,3,164,30034,2323
Automatic Fare Collection Auxiliary Systems Maintenance,3,164,30035,2342
Automatic Fare Collection Gate Maintenance,3,164,30036,2343
Automatic Fare Collection Sales Device Maintenance,3,164,30037,2344
Condition-based Assets Monitoring Management,2,164,30038,2324
Continuous Improvement Management,3,164,30039,2332
Data and Statistical Analytics,3,164,30040,2310
Equipment Maintenance and Housekeeping,2,164,30041,2326
Innovation Management,3,164,30042,2311
Internet of Things Application,3,164,30043,2400
Inventory Management,3,164,30044,2398
Maintenance Scheduling,3,164,30045,2327
Manpower Planning and Deployment,3,164,30046,2329
People Development,3,164,30047,2330
Rail Regulatory Compliance,3,164,30048,2317
Report Writing,2,164,30049,2314
Staff Performance Management,3,164,30050,2331
Vendor Management,2,164,30051,2399
Workplace Safety and Health Culture Development,3,164,30052,2406
Workplace Safety and Health for Electrical Safety,2,164,30053,2408
Workplace Safety and Health for Fire Prevention and Fire Fighting,2,164,30054,2409
Workplace Safety and Health for Incident and Accident Investigation,3,164,30055,2410
Workplace and Facilities Safety Management,3,164,30056,2412
Asset Management,3,31,30057,2323
Condition-based Assets Monitoring Management,2,31,30058,2324
Continuous Improvement Management,3,31,30059,2332
Data and Statistical Analytics,3,31,30060,2310
Engineering Train and Rolling Stock Operation,3,31,30061,2352
Equipment Maintenance and Housekeeping,2,31,30062,2326
Heavy Crane Vehicle Maintenance,3,31,30063,2355
Heavy Lifting Machinery Operation,2,31,30064,2356
Innovation Management,3,31,30065,2311
Internet of Things Application,3,31,30066,2400
Inventory Management,3,31,30067,2398
Locomotive Maintenance,3,31,30068,2359
Maintenance Scheduling,3,31,30069,2327
Manpower Planning and Deployment,3,31,30070,2329
Multi-function Vehicle Maintenance,3,31,30071,2362
People Development,3,31,30072,2330
Rail Grinding Vehicle Maintenance,3,31,30073,2367
Rail Regulatory Compliance,3,31,30074,2317
Report Writing,2,31,30075,2314
Robotics and Automation Application,3,31,30076,2401
Staff Performance Management,3,31,30077,2331
Track Tamping Vehicle Maintenance,3,31,30078,2383
Vendor Management,2,31,30079,2399
Wagon Maintenance,3,31,30080,2393
Workplace Safety and Health Culture Development,3,31,30081,2406
Workplace Safety and Health for Confined Spaces,3,31,30082,2407
Workplace Safety and Health for Electrical Safety,2,31,30083,2408
Workplace Safety and Health for Fire Prevention and Fire Fighting,2,31,30084,2409
Workplace Safety and Health for Incident and Accident Investigation,3,31,30085,2410
Workplace and Facilities Safety Management,3,31,30086,2412
Asset Management,3,1466,30087,2323
Condition-based Assets Monitoring Management,2,1466,30088,2324
Continuous Improvement Management,3,1466,30089,2332
Data and Statistical Analytics,3,1466,30090,2310
"Drainage, Plumbing and Sanitary Systems Maintenance",3,1466,30091,2350
Equipment Maintenance and Housekeeping,2,1466,30092,2326
Escalator and Travelator Maintenance,3,1466,30093,2353
Fire Protection Systems Maintenance,3,1466,30094,2354
Innovation Management,3,1466,30095,2311
Internet of Things Application,3,1466,30096,2400
Inventory Management,3,1466,30097,2398
Lift Systems Maintenance,3,1466,30098,2358
Maintenance Scheduling,3,1466,30099,2327
Manpower Planning and Deployment,3,1466,30100,2329
People Development,3,1466,30101,2330
Platform Screen Door Maintenance,3,1466,30102,2365
Rail Regulatory Compliance,3,1466,30103,2317
Report Writing,2,1466,30104,2314
Robotics and Automation Application,3,1466,30105,2401
Staff Performance Management,3,1466,30106,2331
Station Air-Conditioning Systems Maintenance,3,1466,30107,2380
Track Access Management,1,1466,30108,2337
Vendor Management,2,1466,30109,2399
Ventilation System Maintenance,3,1466,30110,2391
Work at Heights,3,1466,30111,2404
Workplace Safety and Health Culture Development,3,1466,30112,2406
Workplace Safety and Health for Confined Spaces,3,1466,30113,2407
Workplace Safety and Health for Electrical Safety,2,1466,30114,2408
Workplace Safety and Health for Fire Prevention and Fire Fighting,2,1466,30115,2409
Workplace Safety and Health for Incident and Accident Investigation,3,1466,30116,2410
Workplace and Facilities Safety Management,3,1466,30117,2412
Asset Management,3,1153,30118,2323
Civil Structure Maintenance,3,1153,30119,2346
Condition-based Assets Monitoring Management,2,1153,30120,2324
Continuous Improvement Management,3,1153,30121,2332
Data and Statistical Analytics,3,1153,30122,2310
Engineering Train and Rolling Stock Operation,3,1153,30123,2352
Equipment Maintenance and Housekeeping,2,1153,30124,2326
Innovation Management,3,1153,30125,2311
Internet of Things Application,3,1153,30126,2400
Inventory Management,3,1153,30127,2398
Maintenance Scheduling,3,1153,30128,2327
Manpower Planning and Deployment,3,1153,30129,2329
People Development,3,1153,30130,2330
Rail Regulatory Compliance,3,1153,30131,2317
Rail Track Inspection,3,1153,30132,2368
Rail Track Maintenance,3,1153,30133,2369
Report Writing,2,1153,30134,2314
Robotics and Automation Application,3,1153,30135,2401
Staff Performance Management,3,1153,30136,2331
Third Rail Maintenance,3,1153,30137,2382
Track Access Management,1,1153,30138,2337
Vendor Management,2,1153,30139,2399
Work at Heights,3,1153,30140,2404
Workplace Safety and Health Culture Development,3,1153,30141,2406
Workplace Safety and Health for Confined Spaces,3,1153,30142,2407
Workplace Safety and Health for Electrical Safety,2,1153,30143,2408
Workplace Safety and Health for Fire Prevention and Fire Fighting,2,1153,30144,2409
Workplace Safety and Health for Incident and Accident Investigation,3,1153,30145,2410
Workplace and Facilities Safety Management,3,1153,30146,2412
22KV Switchgear Systems Maintenance,3,765,30147,2341
Asset Management,3,765,30148,2323
Battery and Battery Charger Maintenance,3,765,30149,2345
Condition-based Assets Monitoring Management,2,765,30150,2324
Continuous Improvement Management,3,765,30151,2332
Data and Statistical Analytics,3,765,30152,2310
Equipment Maintenance and Housekeeping,2,765,30153,2326
High Voltage Power Systems Maintenance,3,765,30154,2357
Innovation Management,3,765,30155,2311
Inventory Management,3,765,30156,2398
Low Voltage Power Systems Maintenance,3,765,30157,2360
Low Voltage Switchboard Maintenance,3,765,30158,2361
Maintenance Scheduling,3,765,30159,2327
Manpower Planning and Deployment,3,765,30160,2329
People Development,3,765,30161,2330
Rail Regulatory Compliance,3,765,30162,2317
Report Writing,2,765,30163,2314
Staff Performance Management,3,765,30164,2331
Traction Power System Maintenance,3,765,30165,2385
Transformer Maintenance,3,765,30166,2388
Uninterruptible Power Supply System Maintenance,3,765,30167,2390
Vendor Management,2,765,30168,2399
Work at Heights,3,765,30169,2404
Workplace Safety and Health Culture Development,3,765,30170,2406
Workplace Safety and Health for Confined Spaces,3,765,30171,2407
Workplace Safety and Health for Electrical Safety,2,765,30172,2408
Workplace Safety and Health for Fire Prevention and Fire Fighting,2,765,30173,2409
Workplace Safety and Health for Incident and Accident Investigation,3,765,30174,2410
Workplace and Facilities Safety Management,3,765,30175,2412
Asset Management,3,1616,30176,2323
Condition-based Assets Monitoring Management,2,1616,30177,2324
Continuous Improvement Management,3,1616,30178,2332
Data and Statistical Analytics,3,1616,30179,2310
Engineering Train and Rolling Stock Operation,3,1616,30180,2352
Equipment Maintenance and Housekeeping,2,1616,30181,2326
Heavy Lifting Machinery Operation,2,1616,30182,2356
Innovation Management,3,1616,30183,2311
Internet of Things Application,3,1616,30184,2400
Inventory Management,3,1616,30185,2398
Maintenance Scheduling,3,1616,30186,2327
Manpower Planning and Deployment,3,1616,30187,2329
People Development,3,1616,30188,2330
Rail Regulatory Compliance,3,1616,30189,2317
Report Writing,2,1616,30190,2314
Robotics and Automation Application,3,1616,30191,2401
Rolling Stock Air-conditioning and Ventilation Systems Maintenance,3,1616,30192,2370
Rolling Stock Auxiliary Systems Maintenance,3,1616,30193,2371
Rolling Stock Bogie Maintenance,3,1616,30194,2372
Rolling Stock Brake Systems Maintenance,3,1616,30195,2373
Rolling Stock Car Body Maintenance,3,1616,30196,2374
Rolling Stock On-Board Control and Communication Systems Maintenance,3,1616,30197,2375
Rolling Stock Power Systems Maintenance,3,1616,30198,2376
Rolling Stock Propulsion Systems Maintenance,3,1616,30199,2377
Staff Performance Management,3,1616,30200,2331
Vendor Management,2,1616,30201,2399
Workplace Safety and Health Culture Development,3,1616,30202,2406
Workplace Safety and Health for Confined Spaces,3,1616,30203,2407
Workplace Safety and Health for Electrical Safety,2,1616,30204,2408
Workplace Safety and Health for Fire Prevention and Fire Fighting,2,1616,30205,2409
Workplace Safety and Health for Incident and Accident Investigation,3,1616,30206,2410
Workplace and Facilities Safety Management,3,1616,30207,2412
Asset Management,3,1492,30208,2323
Communication Auxiliary Systems Maintenance,3,1492,30209,2347
Communication Backbone System Maintenance,3,1492,30210,2348
Communication Power System Maintenance,3,1492,30211,2349
Condition-based Assets Monitoring Management,2,1492,30212,2324
Continuous Improvement Management,3,1492,30213,2332
Data and Statistical Analytics,3,1492,30214,2310
Emergency and Security Communication Systems Maintenance,3,1492,30215,2351
Equipment Maintenance and Housekeeping,2,1492,30216,2326
Innovation Management,3,1492,30217,2311
Internet of Things Application,3,1492,30218,2400
Inventory Management,3,1492,30219,2398
Maintenance Scheduling,3,1492,30220,2327
Manpower Planning and Deployment,3,1492,30221,2329
Network Systems Maintenance,3,1492,30222,2363
People Development,3,1492,30223,2330
Radio System Maintenance,3,1492,30224,2366
Rail Regulatory Compliance,3,1492,30225,2317
Report Writing,2,1492,30226,2314
Robotics and Automation Application,3,1492,30227,2401
Signal Interlocking Systems Maintenance,3,1492,30228,2378
Signalling Auxiliary Devices and Equipment Maintenance,3,1492,30229,2379
Staff Performance Management,3,1492,30230,2331
Supervisory Control and Data Acquisition System Maintenance,3,1492,30231,2381
Trackside Automatic Train Control Equipment Maintenance,3,1492,30232,2384
Train Supervisory System Maintenance,3,1492,30233,2386
Trainborne Automatic Train Control Equipment Maintenance,3,1492,30234,2387
Travel Information System Maintenance,3,1492,30235,2389
Vendor Management,2,1492,30236,2399
Video Surveillance System Maintenance,3,1492,30237,2392
Work at Heights,3,1492,30238,2404
Workplace Safety and Health Culture Development,3,1492,30239,2406
Workplace Safety and Health for Confined Spaces,3,1492,30240,2407
Workplace Safety and Health for Electrical Safety,2,1492,30241,2408
Workplace Safety and Health for Fire Prevention and Fire Fighting,2,1492,30242,2409
Workplace Safety and Health for Incident and Accident Investigation,3,1492,30243,2410
Workplace and Facilities Safety Management,3,1492,30244,2412
Asset Management,4,16,30245,2323
Automatic Fare Collection Auxiliary Systems Maintenance,4,16,30246,2342
Automatic Fare Collection Gate Maintenance,4,16,30247,2343
Automatic Fare Collection Sales Device Maintenance,4,16,30248,2344
Budgeting,3,16,30249,2307
Change Management,4,16,30250,2309
Condition-based Assets Monitoring Management,3,16,30251,2324
Continuous Improvement Management,4,16,30252,2332
Data and Statistical Analytics,4,16,30253,2310
Equipment Maintenance and Housekeeping,3,16,30254,2326
Innovation Management,4,16,30255,2311
Internet of Things Application,3,16,30256,2400
Inventory Management,3,16,30257,2398
Maintenance Scheduling,4,16,30258,2327
Manpower Planning and Deployment,3,16,30259,2329
People Development,4,16,30260,2330
Project Management,4,16,30261,2313
Rail Regulatory Compliance,4,16,30262,2317
Report Writing,3,16,30263,2314
Staff Performance Management,3,16,30264,2331
Stakeholder Management,3,16,30265,2397
Systems Engineering Thinking,4,16,30266,2333
Technology Application,2,16,30267,2402
Vendor Management,3,16,30268,2399
